Route.Stop,Max.Count,Latitude,Longitude,Color
635,2,44.15542376,-71.32173353,#FED976
638,2,44.1813945,-72.93685025,#FED976
642,2,44.17539884,-72.93020139,#FED976
653,2,43.27580161,-72.93832471,#FED976
654,2,43.27777907,-72.93689769,#FED976
656,2,44.48065,-71.03607,#FED976
662,2,45.03327104,-70.31503586,#FED976
663,2,45.03466638,-70.31752554,#FED976
666,2,45.04093437,-70.31401017,#FED976
671,2,44.74645497,-71.46488436,#FED976
679,2,43.97436032,-71.44553399,#FED976
683,2,44.259958,-71.2868162,#FED976
684,2,44.26122878,-71.28425703,#FED976
685,2,44.1472,-74.04037,#FED976
688,2,44.14891,-74.04862,#FED976
689,2,44.14926,-74.05177,#FED976
690,2,44.1472,-74.053,#FED976
691,2,44.28066004,-71.3400034,#FED976
697,2,44.73139,-71.35567,#FED976
699,2,44.72871,-71.3506,#FED976
702,2,45.25433293,-70.8128303,#FED976
714,2,44.37052,-73.89496,#FED976
719,2,43.9402,-71.41725,#FED976
720,2,43.9413,-71.42194,#FED976
721,2,44.19955255,-71.46050499,#FED976
725,2,44.20012646,-71.47283619,#FED976
726,2,44.20036837,-71.47595317,#FED976
727,2,45.19955518,-70.8017651,#FED976
729,2,45.19967646,-70.80805421,#FED976
733,2,44.08404381,-71.75315637,#FED976
736,2,44.42883633,-72.62140512,#FED976
737,2,44.42963622,-72.61843599,#FED976
738,2,44.43006738,-72.61529446,#FED976
739,2,44.43085109,-72.61234587,#FED976
743,2,44.442068,-72.59467145,#FED976
745,2,44.43937171,-72.59990771,#FED976
746,2,44.43835096,-72.60260702,#FED976
8,3,44.15173,-73.98551,#FEB24C
9,3,44.14949,-73.98495,#FEB24C
29,3,45.31334731,-71.029244,#FEB24C
30,3,44.6087,-70.89455,#FEB24C
35,3,44.60055,-70.90364,#FEB24C
36,3,43.98260409,-72.93949306,#FEB24C
43,3,43.98872883,-72.93716239,#FEB24C
48,3,44.77584,-72.55457,#FEB24C
50,3,44.77918,-72.5588,#FEB24C
78,3,45.03900024,-70.44944999,#FEB24C
88,3,44.44613708,-72.83989375,#FEB24C
91,3,44.44084,-72.84736,#FEB24C
98,3,45.95512608,-69.0110336,#FEB24C
113,3,45.19502618,-70.88776577,#FEB24C
114,3,45.19556288,-70.8846731,#FEB24C
115,3,45.19778693,-70.88500058,#FEB24C
119,3,45.22266,-70.84991,#FEB24C
123,3,44.99192,-70.37261,#FEB24C
139,3,44.96045,-70.32825,#FEB24C
142,3,44.95711,-70.32039,#FEB24C
156,3,45.00649,-70.37505,#FEB24C
157,3,45.00452,-70.37659,#FEB24C
158,3,45.00462,-70.37978,#FEB24C
171,3,44.3152721,-71.49172498,#FEB24C
178,3,43.96424,-71.2708,#FEB24C
181,3,43.95983,-71.27044,#FEB24C
221,3,44.24629415,-71.36793022,#FEB24C
251,3,44.90249,-72.49746,#FEB24C
254,3,42.98380687,-73.06920595,#FEB24C
266,3,44.06953985,-71.50347456,#FEB24C
302,3,42.17002,-74.23264,#FEB24C
312,3,44.23521,-73.70988,#FEB24C
326,3,44.31341836,-73.67488562,#FEB24C
327,3,44.31281805,-73.67186478,#FEB24C
328,3,44.31163922,-73.66919967,#FEB24C
333,3,44.31382639,-71.28410281,#FEB24C
354,3,45.40783139,-70.55704496,#FEB24C
376,3,44.55903017,-74.15316959,#FEB24C
389,3,44.70427405,-73.8654103,#FEB24C
413,3,44.52467,-72.81647,#FEB24C
416,3,44.53063,-72.81712,#FEB24C
418,3,44.53509,-72.81757,#FEB24C
420,3,44.52679,-72.80737,#FEB24C
425,3,45.41277772,-70.59896302,#FEB24C
427,3,45.41693724,-70.5964394,#FEB24C
486,3,44.30018,-71.29031,#FEB24C
489,3,44.29376,-71.28846,#FEB24C
568,3,45.14216387,-71.1132958,#FEB24C
569,3,45.13993612,-71.11432769,#FEB24C
570,3,45.13769564,-71.11403148,#FEB24C
572,3,45.13456601,-71.10946485,#FEB24C
586,3,44.12644,-73.86703,#FEB24C
606,3,42.00023,-74.3898,#FEB24C
632,3,44.14976103,-71.32023023,#FEB24C
634,3,44.15396908,-71.31935609,#FEB24C
659,3,44.47474,-71.0401,#FEB24C
660,3,44.47252,-71.03971,#FEB24C
665,3,45.03879245,-70.31504919,#FEB24C
682,3,44.26084673,-71.28969429,#FEB24C
687,3,44.14756,-74.0461,#FEB24C
709,3,44.36991,-73.90951,#FEB24C
712,3,44.37049,-73.90048,#FEB24C
713,3,44.36942,-73.89772,#FEB24C
744,3,44.4407062,-72.59723875,#FEB24C
11,4,44.14526,-73.98678,#FD8D3C
31,4,44.6082,-70.89763,#FD8D3C
32,4,44.60632,-70.89929,#FD8D3C
76,4,45.04099631,-70.44376832,#FD8D3C
77,4,45.04017035,-70.44673903,#FD8D3C
153,4,44.75975,-70.75386,#FD8D3C
182,4,44.81408981,-71.4859729,#FD8D3C
352,4,45.40938917,-70.56193018,#FD8D3C
417,4,44.53285,-72.8171,#FD8D3C
419,4,44.52834,-72.80511,#FD8D3C
556,4,45.01304911,-70.37027252,#FD8D3C
558,4,45.01216801,-70.37629198,#FD8D3C
571,4,45.13674296,-71.11107174,#FD8D3C
574,4,44.84412988,-70.63274293,#FD8D3C
611,4,44.27498474,-73.72711192,#FD8D3C
698,4,44.73009,-71.35308,#FD8D3C
710,4,44.36962,-73.90639,#FD8D3C
711,4,44.36942,-73.90325,#FD8D3C
7,5,44.15284,-73.9828,#F03B20
33,5,44.60409,-70.89986,#F03B20
155,5,45.00843,-70.37341,#F03B20
334,5,44.31606847,-71.28388555,#F03B20
661,5,44.47028,-71.03992,#F03B20
49,6,44.7774,-72.55688,#BD0026
